"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"5342","E07000005",2019,"Rank of average score",NA,316,"e. Health Deprivation and Disability Domain"
"5343","E07000006",2019,"Rank of average score",NA,308,"e. Health Deprivation and Disability Domain"
"5344","E07000004",2019,"Rank of average score",NA,269,"e. Health Deprivation and Disability Domain"
"5345","E07000241",2019,"Rank of average score",NA,204,"e. Health Deprivation and Disability Domain"
"5346","E07000193",2019,"Rank of average score",NA,126,"e. Health Deprivation and Disability Domain"
"5347","E07000034",2019,"Rank of average score",NA,15,"e. Health Deprivation and Disability Domain"
"5348","E07000240",2019,"Rank of average score",NA,310,"e. Health Deprivation and Disability Domain"
"5349","E07000195",2019,"Rank of average score",NA,83,"e. Health Deprivation and Disability Domain"
"5350","E07000196",2019,"Rank of average score",NA,211,"e. Health Deprivation and Disability Domain"
"5351","E07000194",2019,"Rank of average score",NA,202,"e. Health Deprivation and Disability Domain"
"5352","E07000029",2019,"Rank of average score",NA,31,"e. Health Deprivation and Disability Domain"
"5353","E07000030",2019,"Rank of average score",NA,224,"e. Health Deprivation and Disability Domain"
"5354","E07000027",2019,"Rank of average score",NA,4,"e. Health Deprivation and Disability Domain"
"5355","E07000028",2019,"Rank of average score",NA,81,"e. Health Deprivation and Disability Domain"
"5356","E07000032",2019,"Rank of average score",NA,111,"e. Health Deprivation and Disability Domain"
"5357","E07000033",2019,"Rank of average score",NA,43,"e. Health Deprivation and Disability Domain"
"5358","E07000031",2019,"Rank of average score",NA,212,"e. Health Deprivation and Disability Domain"
"5359","E07000164",2019,"Rank of average score",NA,267,"e. Health Deprivation and Disability Domain"
"5360","E07000165",2019,"Rank of average score",NA,242,"e. Health Deprivation and Disability Domain"
"5361","E07000156",2019,"Rank of average score",NA,106,"e. Health Deprivation and Disability Domain"
"5362","E07000163",2019,"Rank of average score",NA,220,"e. Health Deprivation and Disability Domain"
"5363","E07000167",2019,"Rank of average score",NA,225,"e. Health Deprivation and Disability Domain"
"5364","E07000168",2019,"Rank of average score",NA,62,"e. Health Deprivation and Disability Domain"
"5365","E07000166",2019,"Rank of average score",NA,249,"e. Health Deprivation and Disability Domain"
"5366","E07000151",2019,"Rank of average score",NA,233,"e. Health Deprivation and Disability Domain"
"5367","E07000152",2019,"Rank of average score",NA,214,"e. Health Deprivation and Disability Domain"
"5368","E07000149",2019,"Rank of average score",NA,244,"e. Health Deprivation and Disability Domain"
"5369","E07000150",2019,"Rank of average score",NA,47,"e. Health Deprivation and Disability Domain"
"5370","E07000154",2019,"Rank of average score",NA,79,"e. Health Deprivation and Disability Domain"
"5371","E07000155",2019,"Rank of average score",NA,294,"e. Health Deprivation and Disability Domain"
"5372","E07000153",2019,"Rank of average score",NA,125,"e. Health Deprivation and Disability Domain"
"5373","E07000177",2019,"Rank of average score",NA,195,"e. Health Deprivation and Disability Domain"
"5374","E07000178",2019,"Rank of average score",NA,183,"e. Health Deprivation and Disability Domain"
"5375","E07000175",2019,"Rank of average score",NA,146,"e. Health Deprivation and Disability Domain"
"5376","E07000176",2019,"Rank of average score",NA,302,"e. Health Deprivation and Disability Domain"
"5377","E07000180",2019,"Rank of average score",NA,301,"e. Health Deprivation and Disability Domain"
"5378","E07000181",2019,"Rank of average score",NA,283,"e. Health Deprivation and Disability Domain"
"5379","E07000179",2019,"Rank of average score",NA,306,"e. Health Deprivation and Disability Domain"
"5380","E07000170",2019,"Rank of average score",NA,54,"e. Health Deprivation and Disability Domain"
"5381","E07000171",2019,"Rank of average score",NA,68,"e. Health Deprivation and Disability Domain"
"5382","E07000169",2019,"Rank of average score",NA,218,"e. Health Deprivation and Disability Domain"
"5383","E07000173",2019,"Rank of average score",NA,179,"e. Health Deprivation and Disability Domain"
"5384","E07000174",2019,"Rank of average score",NA,30,"e. Health Deprivation and Disability Domain"
"5385","E07000172",2019,"Rank of average score",NA,184,"e. Health Deprivation and Disability Domain"
"5386","E07000243",2019,"Rank of average score",NA,153,"e. Health Deprivation and Disability Domain"
"5387","E09000008",2019,"Rank of average score",NA,95,"i. Income Deprivation Affecting Children Index (IDACI)"
"5388","E07000239",2019,"Rank of average score",NA,143,"e. Health Deprivation and Disability Domain"
"5389","E07000242",2019,"Rank of average score",NA,312,"e. Health Deprivation and Disability Domain"
"5390","E09000010",2019,"Rank of average score",NA,43,"i. Income Deprivation Affecting Children Index (IDACI)"
"5391","E09000011",2019,"Rank of average score",NA,56,"i. Income Deprivation Affecting Children Index (IDACI)"
"5392","E09000009",2019,"Rank of average score",NA,122,"i. Income Deprivation Affecting Children Index (IDACI)"
"5393","E07000234",2019,"Rank of average score",NA,210,"e. Health Deprivation and Disability Domain"
"5394","E07000235",2019,"Rank of average score",NA,240,"e. Health Deprivation and Disability Domain"
"5395","E07000228",2019,"Rank of average score",NA,305,"e. Health Deprivation and Disability Domain"
"5396","E07000229",2019,"Rank of average score",NA,150,"e. Health Deprivation and Disability Domain"
"5397","E07000237",2019,"Rank of average score",NA,127,"e. Health Deprivation and Disability Domain"
"5398","E07000238",2019,"Rank of average score",NA,228,"e. Health Deprivation and Disability Domain"
"5399","E07000236",2019,"Rank of average score",NA,77,"e. Health Deprivation and Disability Domain"
"5400","E09000021",2019,"Rank of average score",NA,254,"i. Income Deprivation Affecting Children Index (IDACI)"
"5401","E09000022",2019,"Rank of average score",NA,38,"i. Income Deprivation Affecting Children Index (IDACI)"
"5402","E09000019",2019,"Rank of average score",NA,10,"i. Income Deprivation Affecting Children Index (IDACI)"
"5403","E09000020",2019,"Rank of average score",NA,187,"i. Income Deprivation Affecting Children Index (IDACI)"
"5404","E09000024",2019,"Rank of average score",NA,174,"i. Income Deprivation Affecting Children Index (IDACI)"
"5405","E09000025",2019,"Rank of average score",NA,74,"i. Income Deprivation Affecting Children Index (IDACI)"
"5406","E09000023",2019,"Rank of average score",NA,37,"i. Income Deprivation Affecting Children Index (IDACI)"
"5407","E09000014",2019,"Rank of average score",NA,61,"i. Income Deprivation Affecting Children Index (IDACI)"
"5408","E09000015",2019,"Rank of average score",NA,199,"i. Income Deprivation Affecting Children Index (IDACI)"
"5409","E09000012",2019,"Rank of average score",NA,22,"i. Income Deprivation Affecting Children Index (IDACI)"
"5410","E09000013",2019,"Rank of average score",NA,91,"i. Income Deprivation Affecting Children Index (IDACI)"
"5411","E09000017",2019,"Rank of average score",NA,138,"i. Income Deprivation Affecting Children Index (IDACI)"
"5412","E09000018",2019,"Rank of average score",NA,118,"i. Income Deprivation Affecting Children Index (IDACI)"
"5413","E09000016",2019,"Rank of average score",NA,132,"i. Income Deprivation Affecting Children Index (IDACI)"
"5414","E07000210",2019,"Rank of average score",NA,273,"e. Health Deprivation and Disability Domain"
"5415","E07000211",2019,"Rank of average score",NA,252,"e. Health Deprivation and Disability Domain"
"5416","E07000208",2019,"Rank of average score",NA,303,"e. Health Deprivation and Disability Domain"
"5417","E07000209",2019,"Rank of average score",NA,288,"e. Health Deprivation and Disability Domain"
"5418","E07000213",2019,"Rank of average score",NA,229,"e. Health Deprivation and Disability Domain"
"5419","E07000214",2019,"Rank of average score",NA,284,"e. Health Deprivation and Disability Domain"
"5420","E07000212",2019,"Rank of average score",NA,265,"e. Health Deprivation and Disability Domain"
"5421","E07000199",2019,"Rank of average score",NA,90,"e. Health Deprivation and Disability Domain"
"5422","E07000200",2019,"Rank of average score",NA,255,"e. Health Deprivation and Disability Domain"
"5423","E07000197",2019,"Rank of average score",NA,172,"e. Health Deprivation and Disability Domain"
"5424","E07000198",2019,"Rank of average score",NA,175,"e. Health Deprivation and Disability Domain"
"5425","E07000203",2019,"Rank of average score",NA,279,"e. Health Deprivation and Disability Domain"
"5426","E07000207",2019,"Rank of average score",NA,313,"e. Health Deprivation and Disability Domain"
"5427","E07000202",2019,"Rank of average score",NA,71,"e. Health Deprivation and Disability Domain"
"5428","E07000223",2019,"Rank of average score",NA,142,"e. Health Deprivation and Disability Domain"
"5429","E07000224",2019,"Rank of average score",NA,108,"e. Health Deprivation and Disability Domain"
"5430","E07000221",2019,"Rank of average score",NA,245,"e. Health Deprivation and Disability Domain"
"5431","E07000222",2019,"Rank of average score",NA,192,"e. Health Deprivation and Disability Domain"
"5432","E07000226",2019,"Rank of average score",NA,149,"e. Health Deprivation and Disability Domain"
"5433","E07000227",2019,"Rank of average score",NA,277,"e. Health Deprivation and Disability Domain"
"5434","E07000225",2019,"Rank of average score",NA,206,"e. Health Deprivation and Disability Domain"
"5435","E07000216",2019,"Rank of average score",NA,282,"e. Health Deprivation and Disability Domain"
"5436","E07000217",2019,"Rank of average score",NA,248,"e. Health Deprivation and Disability Domain"
"5437","E07000215",2019,"Rank of average score",NA,247,"e. Health Deprivation and Disability Domain"
"5438","E07000219",2019,"Rank of average score",NA,87,"e. Health Deprivation and Disability Domain"
"5439","E07000220",2019,"Rank of average score",NA,198,"e. Health Deprivation and Disability Domain"
"5440","E07000218",2019,"Rank of average score",NA,154,"e. Health Deprivation and Disability Domain"
"5441","E07000071",2019,"Rank of average score",NA,158,"e. Health Deprivation and Disability Domain"
"5442","E07000072",2019,"Rank of average score",NA,264,"e. Health Deprivation and Disability Domain"
"5443","E07000069",2019,"Rank of average score",NA,185,"e. Health Deprivation and Disability Domain"
"5444","E07000070",2019,"Rank of average score",NA,271,"e. Health Deprivation and Disability Domain"
"5445","E07000074",2019,"Rank of average score",NA,226,"e. Health Deprivation and Disability Domain"
"5446","E07000075",2019,"Rank of average score",NA,285,"e. Health Deprivation and Disability Domain"
"5447","E07000073",2019,"Rank of average score",NA,97,"e. Health Deprivation and Disability Domain"
"5448","E07000064",2019,"Rank of average score",NA,148,"e. Health Deprivation and Disability Domain"
"5449","E07000065",2019,"Rank of average score",NA,289,"e. Health Deprivation and Disability Domain"
"5450","E07000062",2019,"Rank of average score",NA,44,"e. Health Deprivation and Disability Domain"
"5451","E07000063",2019,"Rank of average score",NA,199,"e. Health Deprivation and Disability Domain"
"5452","E07000067",2019,"Rank of average score",NA,194,"e. Health Deprivation and Disability Domain"
"5453","E07000068",2019,"Rank of average score",NA,296,"e. Health Deprivation and Disability Domain"
"5454","E07000066",2019,"Rank of average score",NA,152,"e. Health Deprivation and Disability Domain"
"5455","E07000085",2019,"Rank of average score",NA,281,"e. Health Deprivation and Disability Domain"
"5456","E07000086",2019,"Rank of average score",NA,266,"e. Health Deprivation and Disability Domain"
"5457","E07000083",2019,"Rank of average score",NA,237,"e. Health Deprivation and Disability Domain"
"5458","E07000084",2019,"Rank of average score",NA,217,"e. Health Deprivation and Disability Domain"
"5459","E07000088",2019,"Rank of average score",NA,121,"e. Health Deprivation and Disability Domain"
"5460","E07000089",2019,"Rank of average score",NA,314,"e. Health Deprivation and Disability Domain"
"5461","E07000087",2019,"Rank of average score",NA,270,"e. Health Deprivation and Disability Domain"
"5462","E07000078",2019,"Rank of average score",NA,163,"e. Health Deprivation and Disability Domain"
"5463","E07000079",2019,"Rank of average score",NA,276,"e. Health Deprivation and Disability Domain"
"5464","E07000076",2019,"Rank of average score",NA,34,"e. Health Deprivation and Disability Domain"
"5465","E07000077",2019,"Rank of average score",NA,309,"e. Health Deprivation and Disability Domain"
"5466","E07000081",2019,"Rank of average score",NA,74,"e. Health Deprivation and Disability Domain"
"5467","E07000082",2019,"Rank of average score",NA,236,"e. Health Deprivation and Disability Domain"
"5468","E07000080",2019,"Rank of average score",NA,201,"e. Health Deprivation and Disability Domain"
"5469","E06000053",2019,"Rank of average score",NA,317,"e. Health Deprivation and Disability Domain"
"5470","E06000054",2019,"Rank of average score",NA,235,"e. Health Deprivation and Disability Domain"
"5471","E06000051",2019,"Rank of average score",NA,191,"e. Health Deprivation and Disability Domain"
"5472","E06000052",2019,"Rank of average score",NA,124,"e. Health Deprivation and Disability Domain"
"5473","E06000056",2019,"Rank of average score",NA,257,"e. Health Deprivation and Disability Domain"
"5474","E07000035",2019,"Rank of average score",NA,231,"e. Health Deprivation and Disability Domain"
"5475","E06000055",2019,"Rank of average score",NA,155,"e. Health Deprivation and Disability Domain"
"5476","E06000031",2019,"Rank of average score",NA,70,"e. Health Deprivation and Disability Domain"
"5477","E06000057",2019,"Rank of average score",NA,100,"e. Health Deprivation and Disability Domain"
"5478","E06000027",2019,"Rank of average score",NA,60,"e. Health Deprivation and Disability Domain"
"5479","E06000030",2019,"Rank of average score",NA,132,"e. Health Deprivation and Disability Domain"
"5480","E06000049",2019,"Rank of average score",NA,169,"e. Health Deprivation and Disability Domain"
"5481","E06000050",2019,"Rank of average score",NA,116,"e. Health Deprivation and Disability Domain"
"5482","E06000047",2019,"Rank of average score",NA,32,"e. Health Deprivation and Disability Domain"
"5483","E07000044",2019,"Rank of average score",NA,238,"e. Health Deprivation and Disability Domain"
"5484","E07000045",2019,"Rank of average score",NA,181,"e. Health Deprivation and Disability Domain"
"5485","E07000042",2019,"Rank of average score",NA,263,"e. Health Deprivation and Disability Domain"
"5486","E07000043",2019,"Rank of average score",NA,113,"e. Health Deprivation and Disability Domain"
"5487","E07000047",2019,"Rank of average score",NA,168,"e. Health Deprivation and Disability Domain"
"5488","E07000061",2019,"Rank of average score",NA,128,"e. Health Deprivation and Disability Domain"
"5489","E07000046",2019,"Rank of average score",NA,110,"e. Health Deprivation and Disability Domain"
"5490","E07000037",2019,"Rank of average score",NA,129,"e. Health Deprivation and Disability Domain"
"5491","E07000038",2019,"Rank of average score",NA,105,"e. Health Deprivation and Disability Domain"
"5492","E07000036",2019,"Rank of average score",NA,131,"e. Health Deprivation and Disability Domain"
"5493","E07000040",2019,"Rank of average score",NA,253,"e. Health Deprivation and Disability Domain"
"5494","E07000041",2019,"Rank of average score",NA,151,"e. Health Deprivation and Disability Domain"
"5495","E07000039",2019,"Rank of average score",NA,166,"e. Health Deprivation and Disability Domain"
"5496","E07000130",2019,"Rank of average score",NA,205,"e. Health Deprivation and Disability Domain"
"5497","E07000131",2019,"Rank of average score",NA,299,"e. Health Deprivation and Disability Domain"
"5498","E07000128",2019,"Rank of average score",NA,66,"e. Health Deprivation and Disability Domain"
"5499","E07000129",2019,"Rank of average score",NA,215,"e. Health Deprivation and Disability Domain"
"5500","E07000133",2019,"Rank of average score",NA,234,"e. Health Deprivation and Disability Domain"
"5501","E07000134",2019,"Rank of average score",NA,164,"e. Health Deprivation and Disability Domain"
"5502","E07000132",2019,"Rank of average score",NA,203,"e. Health Deprivation and Disability Domain"
"5503","E07000123",2019,"Rank of average score",NA,28,"e. Health Deprivation and Disability Domain"
"5504","E07000124",2019,"Rank of average score",NA,208,"e. Health Deprivation and Disability Domain"
"5505","E07000121",2019,"Rank of average score",NA,59,"e. Health Deprivation and Disability Domain"
"5506","E07000122",2019,"Rank of average score",NA,42,"e. Health Deprivation and Disability Domain"
"5507","E07000126",2019,"Rank of average score",NA,115,"e. Health Deprivation and Disability Domain"
"5508","E07000127",2019,"Rank of average score",NA,130,"e. Health Deprivation and Disability Domain"
"5509","E07000125",2019,"Rank of average score",NA,80,"e. Health Deprivation and Disability Domain"
"5510","E07000144",2019,"Rank of average score",NA,221,"e. Health Deprivation and Disability Domain"
"5511","E07000145",2019,"Rank of average score",NA,51,"e. Health Deprivation and Disability Domain"
"5512","E07000142",2019,"Rank of average score",NA,140,"e. Health Deprivation and Disability Domain"
"5513","E07000143",2019,"Rank of average score",NA,138,"e. Health Deprivation and Disability Domain"
"5514","E07000147",2019,"Rank of average score",NA,133,"e. Health Deprivation and Disability Domain"
"5515","E07000148",2019,"Rank of average score",NA,35,"e. Health Deprivation and Disability Domain"
"5516","E07000146",2019,"Rank of average score",NA,67,"e. Health Deprivation and Disability Domain"
"5517","E07000137",2019,"Rank of average score",NA,52,"e. Health Deprivation and Disability Domain"
"5518","E07000138",2019,"Rank of average score",NA,41,"e. Health Deprivation and Disability Domain"
"5519","E07000135",2019,"Rank of average score",NA,170,"e. Health Deprivation and Disability Domain"
"5520","E07000136",2019,"Rank of average score",NA,118,"e. Health Deprivation and Disability Domain"
"5521","E07000140",2019,"Rank of average score",NA,171,"e. Health Deprivation and Disability Domain"
"5522","E07000141",2019,"Rank of average score",NA,219,"e. Health Deprivation and Disability Domain"
"5523","E07000139",2019,"Rank of average score",NA,239,"e. Health Deprivation and Disability Domain"
"5524","E07000102",2019,"Rank of average score",NA,300,"e. Health Deprivation and Disability Domain"
"5525","E07000103",2019,"Rank of average score",NA,200,"e. Health Deprivation and Disability Domain"
"5526","E07000098",2019,"Rank of average score",NA,250,"e. Health Deprivation and Disability Domain"
"5527","E07000099",2019,"Rank of average score",NA,258,"e. Health Deprivation and Disability Domain"
"5528","E07000106",2019,"Rank of average score",NA,167,"e. Health Deprivation and Disability Domain"
"5529","E07000107",2019,"Rank of average score",NA,174,"e. Health Deprivation and Disability Domain"
"5530","E07000105",2019,"Rank of average score",NA,209,"e. Health Deprivation and Disability Domain"
"5531","E07000092",2019,"Rank of average score",NA,156,"e. Health Deprivation and Disability Domain"
"5532","E07000093",2019,"Rank of average score",NA,260,"e. Health Deprivation and Disability Domain"
"5533","E07000090",2019,"Rank of average score",NA,123,"e. Health Deprivation and Disability Domain"
"5534","E07000091",2019,"Rank of average score",NA,246,"e. Health Deprivation and Disability Domain"
"5535","E07000095",2019,"Rank of average score",NA,256,"e. Health Deprivation and Disability Domain"
"5536","E07000096",2019,"Rank of average score",NA,262,"e. Health Deprivation and Disability Domain"
"5537","E07000094",2019,"Rank of average score",NA,297,"e. Health Deprivation and Disability Domain"
"5538","E07000116",2019,"Rank of average score",NA,274,"e. Health Deprivation and Disability Domain"
"5539","E07000117",2019,"Rank of average score",NA,7,"e. Health Deprivation and Disability Domain"
"5540","E07000114",2019,"Rank of average score",NA,73,"e. Health Deprivation and Disability Domain"
"5541","E07000115",2019,"Rank of average score",NA,259,"e. Health Deprivation and Disability Domain"
"5542","E07000119",2019,"Rank of average score",NA,95,"e. Health Deprivation and Disability Domain"
"5543","E07000120",2019,"Rank of average score",NA,9,"e. Health Deprivation and Disability Domain"
"5544","E07000118",2019,"Rank of average score",NA,101,"e. Health Deprivation and Disability Domain"
"5545","E07000109",2019,"Rank of average score",NA,160,"e. Health Deprivation and Disability Domain"
"5546","E07000110",2019,"Rank of average score",NA,213,"e. Health Deprivation and Disability Domain"
"5547","E07000108",2019,"Rank of average score",NA,136,"e. Health Deprivation and Disability Domain"
"5548","E07000112",2019,"Rank of average score",NA,109,"e. Health Deprivation and Disability Domain"
"5549","E07000113",2019,"Rank of average score",NA,94,"e. Health Deprivation and Disability Domain"
"5550","E07000111",2019,"Rank of average score",NA,291,"e. Health Deprivation and Disability Domain"
"5551","E07000147",2019,"Rank of average score",NA,171,"i. Income Deprivation Affecting Children Index (IDACI)"
"5552","E07000148",2019,"Rank of average score",NA,31,"i. Income Deprivation Affecting Children Index (IDACI)"
"5553","E07000145",2019,"Rank of average score",NA,23,"i. Income Deprivation Affecting Children Index (IDACI)"
"5554","E07000146",2019,"Rank of average score",NA,134,"i. Income Deprivation Affecting Children Index (IDACI)"
"5555","E07000150",2019,"Rank of average score",NA,102,"i. Income Deprivation Affecting Children Index (IDACI)"
"5556","E07000151",2019,"Rank of average score",NA,252,"i. Income Deprivation Affecting Children Index (IDACI)"
"5557","E07000149",2019,"Rank of average score",NA,256,"i. Income Deprivation Affecting Children Index (IDACI)"
"5558","E07000140",2019,"Rank of average score",NA,165,"i. Income Deprivation Affecting Children Index (IDACI)"
"5559","E07000141",2019,"Rank of average score",NA,186,"i. Income Deprivation Affecting Children Index (IDACI)"
"5560","E07000138",2019,"Rank of average score",NA,36,"i. Income Deprivation Affecting Children Index (IDACI)"
"5561","E07000139",2019,"Rank of average score",NA,251,"i. Income Deprivation Affecting Children Index (IDACI)"
"5562","E07000143",2019,"Rank of average score",NA,184,"i. Income Deprivation Affecting Children Index (IDACI)"
"5563","E07000144",2019,"Rank of average score",NA,278,"i. Income Deprivation Affecting Children Index (IDACI)"
"5564","E07000142",2019,"Rank of average score",NA,103,"i. Income Deprivation Affecting Children Index (IDACI)"
"5565","E07000167",2019,"Rank of average score",NA,234,"i. Income Deprivation Affecting Children Index (IDACI)"
"5566","E07000168",2019,"Rank of average score",NA,99,"i. Income Deprivation Affecting Children Index (IDACI)"
"5567","E07000165",2019,"Rank of average score",NA,305,"i. Income Deprivation Affecting Children Index (IDACI)"
"5568","E07000166",2019,"Rank of average score",NA,286,"i. Income Deprivation Affecting Children Index (IDACI)"
"5569","E07000170",2019,"Rank of average score",NA,51,"i. Income Deprivation Affecting Children Index (IDACI)"
"5570","E07000171",2019,"Rank of average score",NA,124,"i. Income Deprivation Affecting Children Index (IDACI)"
"5571","E07000169",2019,"Rank of average score",NA,243,"i. Income Deprivation Affecting Children Index (IDACI)"
"5572","E07000154",2019,"Rank of average score",NA,120,"i. Income Deprivation Affecting Children Index (IDACI)"
"5573","E07000155",2019,"Rank of average score",NA,315,"i. Income Deprivation Affecting Children Index (IDACI)"
"5574","E07000152",2019,"Rank of average score",NA,225,"i. Income Deprivation Affecting Children Index (IDACI)"
"5575","E07000153",2019,"Rank of average score",NA,147,"i. Income Deprivation Affecting Children Index (IDACI)"
"5576","E07000163",2019,"Rank of average score",NA,301,"i. Income Deprivation Affecting Children Index (IDACI)"
"5577","E07000164",2019,"Rank of average score",NA,277,"i. Income Deprivation Affecting Children Index (IDACI)"
"5578","E07000156",2019,"Rank of average score",NA,107,"i. Income Deprivation Affecting Children Index (IDACI)"
"5579","E07000120",2019,"Rank of average score",NA,50,"i. Income Deprivation Affecting Children Index (IDACI)"
"5580","E07000121",2019,"Rank of average score",NA,109,"i. Income Deprivation Affecting Children Index (IDACI)"
"5581","E07000118",2019,"Rank of average score",NA,207,"i. Income Deprivation Affecting Children Index (IDACI)"
"5582","E07000119",2019,"Rank of average score",NA,229,"i. Income Deprivation Affecting Children Index (IDACI)"
"5583","E07000123",2019,"Rank of average score",NA,67,"i. Income Deprivation Affecting Children Index (IDACI)"
"5584","E07000124",2019,"Rank of average score",NA,313,"i. Income Deprivation Affecting Children Index (IDACI)"
"5585","E07000122",2019,"Rank of average score",NA,96,"i. Income Deprivation Affecting Children Index (IDACI)"
"5586","E07000113",2019,"Rank of average score",NA,58,"i. Income Deprivation Affecting Children Index (IDACI)"
"5587","E07000114",2019,"Rank of average score",NA,29,"i. Income Deprivation Affecting Children Index (IDACI)"
"5588","E07000111",2019,"Rank of average score",NA,226,"i. Income Deprivation Affecting Children Index (IDACI)"
"5589","E07000112",2019,"Rank of average score",NA,75,"i. Income Deprivation Affecting Children Index (IDACI)"
"5590","E07000116",2019,"Rank of average score",NA,269,"i. Income Deprivation Affecting Children Index (IDACI)"
"5591","E07000117",2019,"Rank of average score",NA,20,"i. Income Deprivation Affecting Children Index (IDACI)"
"5592","E07000115",2019,"Rank of average score",NA,218,"i. Income Deprivation Affecting Children Index (IDACI)"
"5593","E07000133",2019,"Rank of average score",NA,239,"i. Income Deprivation Affecting Children Index (IDACI)"
"5594","E07000134",2019,"Rank of average score",NA,198,"i. Income Deprivation Affecting Children Index (IDACI)"
"5595","E07000131",2019,"Rank of average score",NA,304,"i. Income Deprivation Affecting Children Index (IDACI)"
"5596","E07000132",2019,"Rank of average score",NA,228,"i. Income Deprivation Affecting Children Index (IDACI)"
"5597","E07000136",2019,"Rank of average score",NA,128,"i. Income Deprivation Affecting Children Index (IDACI)"
"5598","E07000137",2019,"Rank of average score",NA,47,"i. Income Deprivation Affecting Children Index (IDACI)"
"5599","E07000135",2019,"Rank of average score",NA,212,"i. Income Deprivation Affecting Children Index (IDACI)"
"5600","E07000126",2019,"Rank of average score",NA,213,"i. Income Deprivation Affecting Children Index (IDACI)"
"5601","E07000127",2019,"Rank of average score",NA,135,"i. Income Deprivation Affecting Children Index (IDACI)"
"5602","E07000125",2019,"Rank of average score",NA,108,"i. Income Deprivation Affecting Children Index (IDACI)"
"5603","E07000129",2019,"Rank of average score",NA,272,"i. Income Deprivation Affecting Children Index (IDACI)"
"5604","E07000130",2019,"Rank of average score",NA,201,"i. Income Deprivation Affecting Children Index (IDACI)"
"5605","E07000128",2019,"Rank of average score",NA,127,"i. Income Deprivation Affecting Children Index (IDACI)"
"5606","E06000050",2019,"Rank of average score",NA,163,"i. Income Deprivation Affecting Children Index (IDACI)"
"5607","E06000051",2019,"Rank of average score",NA,208,"i. Income Deprivation Affecting Children Index (IDACI)"
"5608","E06000047",2019,"Rank of average score",NA,45,"i. Income Deprivation Affecting Children Index (IDACI)"
"5609","E06000049",2019,"Rank of average score",NA,237,"i. Income Deprivation Affecting Children Index (IDACI)"
"5610","E06000053",2019,"Rank of average score",NA,317,"i. Income Deprivation Affecting Children Index (IDACI)"
"5611","E06000054",2019,"Rank of average score",NA,249,"i. Income Deprivation Affecting Children Index (IDACI)"
"5612","E06000052",2019,"Rank of average score",NA,126,"i. Income Deprivation Affecting Children Index (IDACI)"
"5613","E06000042",2019,"Rank of average score",NA,150,"i. Income Deprivation Affecting Children Index (IDACI)"
"5614","E06000043",2019,"Rank of average score",NA,145,"i. Income Deprivation Affecting Children Index (IDACI)"
"5615","E06000040",2019,"Rank of average score",NA,303,"i. Income Deprivation Affecting Children Index (IDACI)"
"5616","E06000041",2019,"Rank of average score",NA,314,"i. Income Deprivation Affecting Children Index (IDACI)"
"5617","E06000045",2019,"Rank of average score",NA,65,"i. Income Deprivation Affecting Children Index (IDACI)"
"5618","E06000046",2019,"Rank of average score",NA,104,"i. Income Deprivation Affecting Children Index (IDACI)"
"5619","E06000044",2019,"Rank of average score",NA,73,"i. Income Deprivation Affecting Children Index (IDACI)"
"5620","E06000008",2019,"Rank of average score",NA,39,"i. Income Deprivation Affecting Children Index (IDACI)"
"5621","E06000009",2019,"Rank of average score",NA,2,"i. Income Deprivation Affecting Children Index (IDACI)"
"5622","E06000006",2019,"Rank of average score",NA,30,"i. Income Deprivation Affecting Children Index (IDACI)"
"5623","E06000007",2019,"Rank of average score",NA,179,"i. Income Deprivation Affecting Children Index (IDACI)"
"5624","E06000011",2019,"Rank of average score",NA,210,"i. Income Deprivation Affecting Children Index (IDACI)"
"5625","E06000012",2019,"Rank of average score",NA,11,"i. Income Deprivation Affecting Children Index (IDACI)"
"5626","E06000010",2019,"Rank of average score",NA,5,"i. Income Deprivation Affecting Children Index (IDACI)"
"5627","E06000001",2019,"Rank of average score",NA,8,"i. Income Deprivation Affecting Children Index (IDACI)"
"5628","E06000002",2019,"Rank of average score",NA,1,"i. Income Deprivation Affecting Children Index (IDACI)"
"5629","E06000055",2019,"Rank of average score",NA,148,"i. Income Deprivation Affecting Children Index (IDACI)"
"5630","E06000056",2019,"Rank of average score",NA,219,"i. Income Deprivation Affecting Children Index (IDACI)"
"5631","E06000004",2019,"Rank of average score",NA,60,"i. Income Deprivation Affecting Children Index (IDACI)"
"5632","E06000005",2019,"Rank of average score",NA,69,"i. Income Deprivation Affecting Children Index (IDACI)"
"5633","E06000003",2019,"Rank of average score",NA,19,"i. Income Deprivation Affecting Children Index (IDACI)"
"5634","E07000181",2019,"Rank of average score",NA,285,"i. Income Deprivation Affecting Children Index (IDACI)"
"5635","E07000187",2019,"Rank of average score",NA,197,"i. Income Deprivation Affecting Children Index (IDACI)"
"5636","E07000179",2019,"Rank of average score",NA,292,"i. Income Deprivation Affecting Children Index (IDACI)"
"5637","E07000180",2019,"Rank of average score",NA,284,"i. Income Deprivation Affecting Children Index (IDACI)"
"5638","E07000189",2019,"Rank of average score",NA,176,"i. Income Deprivation Affecting Children Index (IDACI)"
"5639","E07000192",2019,"Rank of average score",NA,116,"i. Income Deprivation Affecting Children Index (IDACI)"
"5640","E07000188",2019,"Rank of average score",NA,129,"i. Income Deprivation Affecting Children Index (IDACI)"
"5641","E07000174",2019,"Rank of average score",NA,57,"i. Income Deprivation Affecting Children Index (IDACI)"
